Sampling Location,Duplicate Sample,Sample Date,Sample Time,Weather Condition (Dry or Wet),Top Sample Temperature (ºC),Bottom Sample Temperature (ºC),Site Actual Depth (ft),Top Sample Depth(ft),Bottom Sample Depth (ft),Top Salinity  (psu),Bottom Salinity  (psu),Top Conductivity (S/m),Bottom Conductivity (S/m),"CTD (conductivity, temperature, depth profiler) Top Dissolved Oxygen (mg/L)","CTD (conductivity, temperature, depth profiler) Bottom Dissolved Oxygen (mg/L)",Percentage O2 Saturation Top Sample,Percentage O2 Saturation Bottom sample,Light Trans (% transparency) Top Sample,Light Trans (% transparency) Bottom Sample,Top Sigma-T (kg/m3),Bottom Sigma-T (kg/m3),Top Fluorometer (mg/m3),Bottom Fluorometer mg/m3,"CTD (conductivity, temperature, depth profiler) PH Top Sample","CTD (conductivity, temperature, depth profiler) PH Bottom Sample",Top Sample Photosysthetically Active Radiation Reference (400-700nm light (uE/S),Top Sample Par (uE/S m2),Bottom Sample Par uE/S (uE/S m2),Oxidation Reduction Potential (mV) Top Sample,Oxidation Reduction Potential (mV) Bottom Sample,Current Speed (knot),Current Direction (Current Direction),Wind Speed (mph),Wind Direction (Wind Direction),Sea State ,Winkler Method Top Dissolved Oxygen (mg/L),Winkler Method Bottom Dissolved Oxygen (mg/L),Secchi Depth (ft),Top PH,Bottom PH,Top Total Coliform Cells/100 mL,Top Bottom Coliform Cells/100 mL,Fecal Coliform Top Sample Less Than or Greater Than Result,Fecal Coliform Bottom Sample Less Than or Greater Than Result,Top Fecal Coliform Bacteria (Cells/100mL),Bottom Fecal Coliform Bacteria (Cells/100mL),Enterococcus Top Sample Less Than or Greater Than Result,Enterococcus Bottom Sample Less Than or Greater Than Result,Top Enterococci Bacteria (Cells/100mL),Bottom Enterococci Bacteria (Cells/100mL),Top Nitrate/Nitrite (mg/L),Bottom Nitrate/Nitrite (mg/L),Top Ammonium (mg/L),Bottom Ammonium (mg/L),Top Ortho-Phosphorus (mg/L),Bottom Ortho-Phosphorus (mg/L),Top Total Kjeldhal Nitrogen (mg/L),Bottom Total Kjeldhal Nitrogen (mg/L),Top Silica (mg/L),Bottom Silica (mg/L),Total Phosphorus(mg/L),Bottom Total Phosphorus (mg/L),Top Total Suspended Solid (mg/L),Bottom Total Suspended Solid (mg/L),Top Active Chlorophyll 'A' (µg/L),Bottom Active Chlorophyll 'A' (µg/L),Chlorophyll Top Sample Field (u/L (YSI),Chlorophyll Bottom Sample Field (u/L (YSI),TOP Total Organic Carbon (mg/L),Top Dissolved Organic Carbon (mg/L),Bottom Dissolved Organic Carbon (mg/L),Top Dissolved Organic Carbon YSI (mg/L),Bottom Dissolved Organic Carbon YSI (mg/L),Top Sample Depth  YSI (ft),Bottom Depth  YSI (ft),Top Sample Salinity YSI (psu),Bottom Sample Salinity YSI (psu),Top Sample Temperature  YSI (ºC),Bottom Sample Temperature YSI (ºC),Top Bacteria # per C.C. 1909,Bottom Bacteria # per C.C. 1909,Top Beam Attenuation Coefficient,Bottom Beam Attenuation Coefficient,Top Five-Day Biochemical Oxygen Demand(mg/L),Bottom Five-Day Biochemical Oxygen Demand(mg/L),Top PCB Plate Count (Thous/mL) ,Bottom PCB plate Count (Thous/mL) ,Top Coliform (Log No/mL),Bottom Coliform (Log No/mL),Oakwood BOD Top Sample (mg/L) ,Oakwood BOD Bottom Sample(mg/L),Oakwood  Total Suspended Solid Top Sample  (mg/L),Oakwood Total Suspended Solid Bottom Sample (mg/L),Top Turbidity( Nephelometric Turbidity Units),Bottom Turbidity YSI (Nephelometric Turbidity Units),Sampling Comment,Long,Lat,Type
NC2,,08/29/2007,10:58 AM,Dry,23.59,23.07,18,4,18,23.19,24.09,3.57,3.65,2.64,2.41,35.69,32.41,,,14.84,15.67,9.9909,3.2597,,,1617.75,144.33,1.94,88.187,80.258,0.4,W,,,1,2.99,3.26,3.5,7.2,7.24,,,,,24,16,,,16,12,0.406,,0.587,,0.186,,1.08,,2.15,,0.255,,11.75,10.62,1.72,,,,,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.935500,40.728833,Permanent
NC0,,12/13/2016,9:28 AM,Wet,8.19,8.41,17.0,3,14,21.62,22.61,2.4,2.5,3.66,4.19,35.6,41.4,68.4,74.1,16.76,17.51,1.54,1.41,7.62,7.51,1474,482,13,169.74,179.25,0.0,0.0,3.0,SW,1,3.99,3.89,2.5,7.11,7.16,,,,,"6,000","3,800",,,"1,920",1300,0.358,,0.749,,0.142,,1.235,,2.929,2.803,0.281,,6,9,1.48,,,,,2.98,,,,,,,,,,,,,,,,,,,,,,,,,,Milky green water. Aeration OFF.,-73.931556,40.714961,Permanent
NC2,,09/27/2006,10:20 AM,Dry,20.47,20.56,15,4,14,21.83,22.16,3.17,3.22,5.2,4.71,65.86,59.77,,,14.64,14.87,,,,,,,,54.482,52.076,0.1,SE,CALM,CALM,1,7.65,3.21,3,7.35,7.37,,,,,176,20,,,15,15,0.43,,0.319,,0.103,,2.05,,1.92,,0.222,,10.75,9.7,50.4,,,,,2.95,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.935500,40.728833,Permanent
NC3,,05/29/2013,10:43 AM,Wet,15.74,15.12,24,3,21,20.85,22.27,2.74,2.86,5.63,5.43,64.39,61.87,27.2,6.96,14.95,16.16,17.7183,17.0465,,,1431.6,1131.8,2.15,,,weak,E,calm,,1,6.14,5.55,3,7.41,7.44,,,,,5800,7000,,,2300,620,0.441,,0.703,,0.17,,1.213,,1.928,,0.23,,8,14,6.1,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.946167,40.737167,Permanent
NC0,,12/20/2006,10:15 AM,Dry,7.71,8.87,16,5,18,19.57,20.42,2.12,2.27,8.41,6.37,80.06,62.65,,,15.21,15.75,,,,,,,,,,0.1,SW,0,0,1,6.74,6.66,3.5,7.31,7.38,,,,,88,84,,,42,42,0.457,,0.793,,0.09,,1.271,,3.74,,0.176,,7,8.5,18.8,,,,,2.94,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.931556,40.714961,Permanent
NC1,,06/15/2005,10:50 AM,Dry,23.73,19.27,20,4,22,13.81,21.78,2.23,3.08,,,12.18,1.04,74.73,45.17,7.75,14.89,69.91,9.74,8.03,7.706,1665.7,17.66,0.06,47.42,-152.72,0.7,NW,6,SE,1,0.48,0,1.5,7.09,7.05,,,,,220,108,,,58,40,0.126,,2.14,,0.359,,5.2,,0.99,,0.631,,64,50.5,211.6,,,,,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.927040,40.724545,Permanent
NC1,,04/02/2013,10:22 AM,Dry,,,20,,,,,,,,,,,,,,,,,,,,,,,,0.3,N,12,NW,1,,10.25,4,7.93,7.95,,,,,8,22,E,E,16,10,0.353,,0.372,,0.16,,1.145,,1.08,,0.13,,10,10,17.8,,,,,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,"NC1 DO Top. Set to fill, not titrate, already at the next site unable to read",-73.927040,40.724545,Permanent
NC0,,08/02/2011,10:36 AM,Dry,24.53,23.54,18,3,15,20.83,22.31,3.3,3.44,6.46,0.54,87.4,7.31,22.25,63.14,12.81,14.19,74.4882,16.6377,8.26,7.57,1934.8,95.65,0.07,68.671,44.402,WEAK,S,6,N,1,4.05,4.97,2,6.85,7.03,,,,,670,600,E,E,44,32,0.026,,0.58,,0.22,,0.412,,1.77,,1.59,,4,6,26,,,,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.931556,40.714961,Permanent
NC1,,09/24/2003,10:10 AM,Wet,,,22,,,,,,,,,,,,,,,,,,,,,,,,,0.6,0,0,1,2.43,2.38,1.5,7.1,7.14,,,,,1560,1260,,,3940,4060,0.382,,0.583,,0.174,,1.55,,2.58,,0.27,,,,,,3.2,,,4.02,,,,,,23.6,24.2,22.1,22.2,,,,,,,,,,,,,,,,,,-73.927040,40.724545,Permanent
NC0,,06/27/2007,10:16 AM,Dry,20.69,19.93,16,4,17,21.71,22.37,3.17,3.2,0.91,0.47,11.59,5.91,,,14.49,15.18,17.7465,2.8217,,,1794.1,97.09,0.79,,,0.2,E,3,S,1,0.32,0.64,3,6.94,6.96,,,,,40,28,,,25,15,0.194,,0.949,,0.225,,1.48,,2.063,,0.329,,7,8.25,4.3,,,,,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.931556,40.714961,Permanent
NC3,,05/24/2006,10:52 AM,Dry,15.21,14.73,21,4,14,18.03,19.36,2.37,2.5,4.61,4.81,51.29,53.5,,,12.9,14,,,,,,6.08,20.37,44.151,48.08,0.3,W,6,WNW,1,5.34,5.04,4.5,7.25,7.29,,,,,4,28,,,22,20,0.264,,0.814,,0.162,,1.68,,1.65,,0.265,,3.25,26.75,17.36,,,,,3.81,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.946167,40.737167,Permanent
NC2,,01/16/2008,10:57 AM,Wet,5.02,5.88,14,5,13,17.02,18.19,1.73,1.89,,,,,,,13.45,14.31,,,,,,,,,,0.6,E,10,NW,1,7.75,7.72,4,7.27,7.28,,,,,140,520,,,560,620,0.518,,0.63,,0.114,,1.82,,3.41,,0.194,,19.5,11.7,6.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.935500,40.728833,Permanent
NC1,,06/11/2014,10:52 AM,Wet,19.06,18.09,22,3,18,15.96,21.24,2.31,2.93,3.11,4.1,36.88,49.32,52.3,71.23,10.52,14.74,12.5067,1.6893,,,1011.3,1902.3,14.14,165.105,157.638,0.2,S,8,NNE,1,3.78,3.09,3.5,7.09,7.11,,,,,"29,000",3000,E,E,90,100,0.276,,0.783,,0.125,,1.565,,1.37,1.37,0.274,,7,3,27.4,,,,,3.52,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.927040,40.724545,Permanent
NC1,,04/22/2009,10:28 AM,Wet,,,20,,,,,,,,,,,,,,,,,,,,,,,,WEAK,N,2,N,1,4.72,6.84,2.5,7.04,7.33,,,E,E,4000,1280,E,E,4000,1900,0.404,,0.744,,0.106,,2.67,,2.18,,0.249,,6.4,5.4,4.5,,,,,3.4,,,,,,13.9,20.2,11.1,10,,,,,,,,,,,,,,,,,,-73.927040,40.724545,Permanent
NC1,,08/31/2016,9:49 AM,Dry,25.72,25.67,21.0,3,19,24.53,25.02,3.9,4.0,4.50,2.59,63.4,36.6,57.5,69.2,15.24,15.62,27.61,15.68,7.45,7.35,1362,630,3,250.50,247.80,0.1,N,8.0,SW,1,4.80,4.36,3.0,7.45,7.42,,,,,909,682,,,240,186,0.328,,0.348,,0.169,,0.909,,3.641,3.558,0.314,,40,18,29.60,,,,,2.83,,,,,,,,,,,,,,,,,,,,,,,,,,Aeration on,-73.927040,40.724545,Permanent
NC0,,06/03/2010,10:39 AM,Dry,18.28,17.51,16,3,13,22.13,22.44,3.06,3.04,3.09,3.66,37.53,43.74,,,15.38,15.79,2.5153,2.5748,,,,,,,,weak,E,3,S,1,5.28,5.08,3,7.05,7.06,,,,,520,680,,E,560,4000,0.197,,0.572,,0.114,,0.775,,0.91,,0.199,,3,4.4,23.5,,,,,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.931556,40.714961,Permanent
NC3,,12/19/2011,11:05 AM,Dry,8.01,8.49,23,3,20,19.35,20.19,2.12,2.23,8.1,7.94,77.46,77.31,74.68,78.49,15.01,15.61,30.5325,18.1739,8.84,8.81,1606.2,22.06,0.17,94.44,96.845,0.4,ESE,7,SW,1,8.7,8.36,4,7.37,7.38,,,,,10,18,E,E,20,8,0.627,,0.471,,0.11,,1.08,,3.98,,0.193,,6,4,13,,,,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.946167,40.737167,Permanent
NC1,,08/20/2013,10:17 AM,Dry,22.79,22.52,21,3,18,22.61,23.41,3.43,3.52,9.21,3.21,121.9,42.5,110.03,50.84,14.62,15.3,13.1782,16.088,,,1747.2,1562.4,2.04,,,0,0,calm,calm,1,8.02,5.14,1.5,7.68,7.51,,,,,53,47,E,E,16,12,0.235,,0.244,,0.15,,1.012,,2.302,,0.297,,7,10,73.2,,,,,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,Brown water,-73.927040,40.724545,Permanent
NC3,,06/11/2008,11:03 AM,Dry,22.11,19.55,21,5,20,21.36,22.67,3.21,3.21,6.14,3.58,79.9,44.74,,,13.86,15.5,10.9045,6.1492,,,1766.1,103.31,-0.18,,,0.5,E,8,N,1,5.82,4.86,4,7.34,7.24,,,,,360,2340,,,490,210,0.303,,0.434,,0.109,,1.31,,0.789,,0.214,,9.6,11.2,12.2,,,,,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.946167,40.737167,Permanent
NC1,,08/04/2010,10:56 AM,Dry,24.29,23.53,20,3,18,23.94,24.37,3.72,3.73,4.55,0.61,62.5,8.28,62.54,84.51,15.21,15.75,48.4398,9.6196,7.43,7.18,2038.9,114.01,0.08,156.097,152.046,SLK,,4,W,1,3.92,3.13,4,7.08,7.04,,,,,38,80,E,E,8,8,0.235,,0.575,,0.198,,1.75,,1.89,,0.307,,5.2,4.8,4.9,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.927040,40.724545,Permanent
NC0,,05/26/2015,9:18 AM,Dry,17.55,17.44,14,3,13,22.08,22.19,3,3.01,7.04,6.88,84.2,82.1,73.61,75.26,15.51,15.62,5.2762,5.4295,7.17,7.07,,2701.6,44.41,364.862,380.145,weak,NE,4,S,1,6.95,7.25,3,7.55,7.55,,,,,58,58,E,E,20,12,0.184,,0.41,,0.073,,1.164,,2.701,2.627,0.227,,17,15,6.2,,,,,3.36,,,,,,,,,,,,,,,,,,,,,,,,,,Aeration pump system on iide the channel between  NC-1 and NC-0.,-73.931556,40.714961,Permanent
NC1,,05/28/2009,10:40 AM,Dry,16.06,15.76,21,3,19,21.92,22.28,2.88,2.91,7.07,5.66,82.06,65.48,,,15.7,16.04,64.3131,22.9731,7.57,7.41,790.88,31.12,0,214.295,217.841,0.2,S,7,N,1,7.75,7.4,3,7.35,7.28,,,,,220,221,E,E,20,4,0.354,,0.23,,0.066,,1.01,,0.975,,0.178,,6.8,6.4,35.6,,,,,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.927040,40.724545,Permanent
NC0,,01/08/2013,10:15 AM,Dry,5.05,5.04,15,3,10,21.49,21.8,2.15,2.18,4.88,5.08,44.13,46.03,77.95,79.67,16.98,17.23,5.3499,6.7024,,,,2453.4,97.61,228.52,245.396,lw slk,,calm,,1,6.85,6.62,4.5,7.2,7.25,,,,,61,80,E,E,32,44,0.438,,0.706,,0.11,,1.06,,3.3,,0.202,,9,8,1,,,,,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.931556,40.714961,Permanent
NC3,,02/21/2012,10:57 AM,Dry,5.22,5.11,25,3,22,21.55,21.94,2.2,2.2,7.77,6.96,70.7,63.3,,,17.01,17.33,4.24,,,,,,,,,1.3,NW,9,SELY,0,11.36,10.63,5.5,7.6,7.6,,,,,3,3,E,E,12,4,0.486,,0.422,,0.11,,0.764,,2.42,,0.153,,9,8,5.2,,,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.946167,40.737167,Permanent
NC3,,03/21/2007,10:43 AM,Dry,3.06,2.87,25,5,24,18.45,21.7,1.77,2.04,9.23,9.33,77.77,80,,,14.7,17.29,,,,,,,,140.479,141.298,SLK,SLK,4,N,1,11.34,11.23,3.5,7.79,7.81,,,,,132,45,,,88,80,0.41,,0.423,,0.072,,0.907,,1.74,,0.146,,13,15,16.89,,,,,3.28,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.946167,40.737167,Permanent
NC2,,07/15/2009,10:55 AM,Dry,22.69,21.05,17,3,16,20.16,20.93,3.08,3.08,15.35,2.68,200.28,34.06,,,12.8,13.81,74.9075,11.7474,8.55,7.44,,113.25,0,135.547,144.716,0.4,E,5,NW,1,8.32,7,1.5,7.44,7.4,,,E,E,40,64,<,E,4,8,0.314,,0.336,,0.105,,1.31,,1.37,,0.26,,12.2,3.2,67.7,,,,,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.935500,40.728833,Permanent
NC2,,10/01/2003,10:58 AM,Dry,,,17,,,,,,,,,,,,,,,,,,,,,,,,,E-0.6,5,NW,1,3.79,1.43,6.5,7.15,7.09,,,,,396,236,,,33,98,0.501,,0.576,,0.189,,1.56,,3.98,,0.28,,,,,,,,,4.37,,,,,,21.4,22.8,20.4,20.8,,,,,,,,,,,,,,,,,,-73.935500,40.728833,Permanent
NC0,,03/21/2007,10:08 AM,Dry,4.15,4.82,14,5,13,17.78,19.95,1.76,2,14.25,12.55,122.91,111.64,,,14.11,15.78,,,,,,,,253.541,247.097,0.1,S,4,E,1,16.15,15.93,1,8.05,8.11,,,,,"1,160",820,,,310,330,0.57,,0.014,,0.026,,3.08,,3.66,,0.358,,9.25,13.25,245.02,,,,,4.48,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.931556,40.714961,Permanent
NC0,,07/19/2016,9:18 AM,Wet,25.05,24.84,15.0,3,14,22.74,22.86,3.6,3.6,3.55,3.29,48.9,45.3,76.5,75.2,14.09,14.24,2.98,4.05,7.01,7.00,,,,352.24,355.29,0.0,0.0,7.0,W,1,3.26,3.45,5.0,7.02,7.04,,,,,"6,200","7,800",,E,220,170,0.161,,0.872,,0.201,,1.199,,2.995,2.978,0.289,,15,7,31.50,,,,,3.82,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.931556,40.714961,Permanent
NC1,,07/16/2008,10:36 AM,Dry,23.86,22.57,21,4,19,22,23.5,3.42,3.54,4.38,0.96,58.98,12.72,,,13.88,15.35,43.9007,5.9139,,,1700.4,125.36,0.64,,,SLK,,3,E,1,0.39,1.32,2.5,6.93,6.97,,,,,20,12,,,12,24,0.152,,0.689,,0.22,,1.69,,1.82,,0.328,,8,7.2,9.98,,,,,3.17,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.927040,40.724545,Permanent
NC1,D,07/23/2003,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.927040,40.724545,Permanent
NC3,,11/20/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.946167,40.737167,Permanent
NC3,,11/17/2010,10:43 AM,Dry,,,21,,,,,,,,,,,,,,,,,,,,,,,,WEAK,W,10,W,1,6.67,,3.5,7.51,7.54,,,E,,"4,000",,E,,4000,,0.522,,0.258,,0.135,,0.967,,3.14,,0.176,,8,,1.7,,4.5,,,3.7,,7.01,6.99,3.15,22.26,21.65,22.64,12.02,11.82,,,,,,,,,,,,,,,2.5,2.6,,-73.946167,40.737167,Permanent
NC2,,08/13/2008,10:36 AM,Wet,23.95,23.82,15,3,13,20.84,21.7,3.26,3.37,6.84,1.95,91.7,26.21,,,12.97,13.65,41.1663,16.2324,,,1604,121.01,0.08,,,0.1,W,0,0,1,4.18,3.96,3,7.19,7.22,,,,,420,170,,,72,56,0.068,,0.592,,0.245,,1.71,,1.08,,0.449,,13.6,16,30.23,,,,,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.935500,40.728833,Permanent
NC1,,07/08/2004,11:00 AM,Dry,20.91,20.21,16,5,16,20.92,21.95,3.07,3.16,,,50.57,8.33,,,13.84,14.79,,,,,,,,,,,,8,Wly,0,1.96,1.88,2,6.75,6.59,,,,,2960,1980,,,84,84,0.209,,0.515,,0.143,,1.42,,1.77,,0.304,,3.2,21.8,27.2,,57.9,,,3.64,,3.99,0.66,,,,,,,,,,,,,,,,,,,,,,,,-73.927040,40.724545,Permanent
NC2,,08/13/2014,10:34 AM,Wet,23.38,23.41,20,3,16,21.36,23.25,3.3,3.56,4.15,3.79,55.08,50.93,60.9,62.76,13.52,14.94,7.6892,3.6048,,,1565.9,867.6,3.96,164.553,159.889,weak,E,4,W,1,4.38,4.23,3.5,7.15,7.22,,,,,"3,900",4900,,,1420,1420,0.267,,0.45,,0.179,,1.066,,2.833,2.876,0.29,,31,40,20.3,,,,,2.87,,,,,,,,,,,,,,,,,,,,,,,,,,Blackish tint to water.,-73.935500,40.728833,Permanent
NC2,,12/03/2015,9:29 AM,Wet,10.88,10.92,15,3,14,23.4,23.52,2.71,2.72,4.94,4.76,51.83,50,69.95,72.12,17.78,17.86,7.2303,4.8453,,,,1817.2,30.94,155.629,156.596,0.2,E,10,WNW,1,5.2,5.17,4,7.34,7.39,,,,,570,720,E,E,160,150,0.517,,0.489,,0.1,,0.664,,2.985,2.974,0.191,,10,8,12.6,,,,,2.68,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.935500,40.728833,Permanent
NC1,,06/09/2004,11:42 AM,Dry,20.52,17.89,24,6,19,18.44,19.94,2.72,2.76,,,170.54,64.86,,,12.06,13.8,,,,,,,,,,0.7,E,7,W,1,,,1.5,7.33,7.25,,,,,46,35,,,9,5,0.19,,0.583,,,,1.61,,1.91,,0.298,,1.6,2.2,75.79,,131,,,3.55,,13.75,5.45,,,,,,,,,,,,,,,,,,,,,,,,-73.927040,40.724545,Permanent
NC2,,09/20/2016,9:41 AM,Wet,23.86,23.82,20.0,3,16,24.30,25.16,3.7,3.9,2.06,2.95,28.1,40.4,59.8,68.1,15.60,16.27,16.09,2.44,7.41,7.48,846,409,3,168.32,171.23,0.1,E,6.0,W,1,2.52,2.36,1.0,7.26,7.28,,,,,"7,909","6,545",,,"1,820",1340,0.350,,0.552,,0.209,,1.240,,2.969,2.902,0.358,,12,8,60.00,,,,,2.95,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.935500,40.728833,Permanent
NC2,,11/14/2012,11:00 AM,Dry,11.56,11.62,22,3,17,23.22,23.51,2.73,2.77,4.99,5.37,53.07,57.27,79.45,76.49,17.53,17.75,4.658,5.5717,,,1849.3,3410,74.47,126.52,116.651,0.3,W,7,NNW,1,6.32,6.03,4.5,7.36,7.32,,,,,53,56,E,E,56,72,0.527,,0.562,,0.217,,0.94,,2.91,,0.216,,8,13,2.1,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.935500,40.728833,Permanent
NC1,,07/28/2010,10:01 AM,Dry,25.46,24.73,22,3,20,21.54,23.77,3.46,3.73,5.54,0.52,76.46,7.21,21.35,71.59,13.07,14.96,74.1315,17.9748,7.88,7.05,681.85,20.83,0,136.511,146.897,0.2,N,5,NW,1,4.25,2.1,2,7.39,7.05,,,,,225,100,E,E,32,44,0.064,,0.236,,0.14,,2.139,,1.44,,0.36,,2.8,4,98.8,,,,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.927040,40.724545,Permanent
NC3,,07/22/2009,10:15 AM,Wet,20.78,20.17,26,3,24,21.65,23.11,3.16,3.31,4.22,4.05,53.6,51.27,,,14.42,15.67,11.0919,5.1868,7.75,7.75,1738.2,114.01,0,163.992,165.539,0.2,W,CALM,,1,4.37,3.99,3.5,7.04,7.07,,,,,34000,6250,,,640,350,0.256,,0.432,,0.125,,1.11,,1.2,,0.18,,14.6,12,6.7,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.946167,40.737167,Permanent
NC0,,05/31/2007,10:30 AM,Dry,17.53,15.94,15,4,17,20.08,21.12,2.75,2.78,6.45,1.23,76.34,14.21,,,13.99,15.11,65.2313,4.9333,,,1698.9,,,,,0.1,E,3,N,1,1.51,1.24,2,6.89,6.99,,,,,12,10,,,28,2,0.18,,0.702,,,,1.46,,2.177,,0.308,,15.5,8.75,40.32,,,,,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.931556,40.714961,Permanent
NC2,,06/09/2015,10:03 AM,Dry,17.81,17.24,17,3,13,22.44,22.81,3.06,3.07,3.41,2.74,41.07,32.74,78.03,80.98,15.73,16.13,4.1547,2.9225,,,,263.6,14.45,248.053,268.561,lwslk,,calm,,1,3.13,3.14,5,7.13,7.14,,,,,152,192,E,E,80,48,0.302,,0.552,,0.123,,1.523,,2.215,2.192,0.218,,12,7,7.44,,,,,2.48,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.935500,40.728833,Permanent
NC1,,03/06/2012,10:11 AM,Dry,5.22,5.97,21,3,19,20.54,21.58,2.1,2.21,9.88,8.69,89.2,80.5,,,16.22,16.97,53.75,,,,,,,,,0.5,N,4,N,1,12.41,11.65,3.5,7.85,7.81,,,,,15,5,E,E,20,4,0.485,,0.21,,0.04,,0.329,,1.27,,0.113,,8,11,36.6,,,,,2.73,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.927040,40.724545,Permanent
NC0,,06/09/2010,11:11 AM,Dry,20.81,20.38,13,3,10,21.71,21.81,3.17,3.16,8.37,4.48,106.35,56.65,38.25,62.32,14.47,14.63,74.5592,36.4235,8.32,7.6,919.28,23.97,0,246.193,257.492,WEAK,NE,CALM,,1,9.35,11.41,1,7.79,7.98,,,,,75,55,E,E,44,30,0.072,,0.286,,0.117,,1.293,,1.85,,0.321,,8.8,16.4,115,,,,,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.931556,40.714961,Permanent
NC1,,06/25/2013,10:18 AM,Dry,22.28,20.13,22,3,20,19.37,21,2.95,3.03,9.95,2.5,128.21,31.23,103.2,10.97,12.31,14.08,10.9026,20.4551,,,1777.5,1242.4,7.41,,,weak,S,2,W,1,7.55,3.47,2.5,7.69,7.42,,,,,220,53,E,E,8,12,0.24,,0.156,,0.13,,1.234,,2.26,,0.255,,11,9,16.69,,,,,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.927040,40.724545,Permanent
NC3,,07/23/2013,10:36 AM,Wet,24.51,23.84,25,3,23,22.24,23.6,3.5,3.64,4.08,3.92,55.56,53.15,17.18,7.51,13.87,15.08,17.0562,13.7007,,,1810.4,1414.2,1.16,,,hwslk,,3,W,1,4.37,4.03,2.5,7.37,7.39,,,,,4200,2900,,,260,200,0.234,,0.37,,0.15,,0.988,,1.79,,0.208,,5,12,5.3,,,,,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.946167,40.737167,Permanent
NC0,,07/01/2015,9:17 AM,Wet,20.95,20.41,18,3,15,21.28,21.6,3.12,3.13,2.82,2.17,35.78,27.27,61.75,76.03,14.1,14.47,10.0864,7.0741,,,,1942.4,29.53,455.841,473.821,hwslk,,2,SW,1,4.05,4.36,3,7.02,7.05,,,,,200,350,E,E,20,30,0.173,,0.574,,0.186,,1.164,,2.29,2.251,0.309,,14,11,9.64,,,,,2.64,,,,,,,,,,,,,,,,,,,,,,,,,,Aeration System not Operational.,-73.931556,40.714961,Permanent
NC2,,08/19/2003,10:28 AM,Wet,24.2,24.3,17,,,,,,,,,,,,,,,,,,,,,,,,,S-0.2,2,W,1,0.91,0.8,1.5,6.89,6.99,,,,,,,,,88,89,0.092,,0.638,,0.208,,1.74,,2.59,,0.32,,,,,,,,,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.935500,40.728833,Permanent
NC3,,12/04/2012,11:41 AM,Dry,9.26,9,23,3,21,23.48,24.61,2.61,2.7,9.82,8.04,99.39,81.53,64.07,70.84,18.08,19,65.2722,10.7722,,,1748,2583.6,9.72,147.435,148.773,0.5,W,calm,,1,10.15,9.91,3,7.68,7.62,,,,,8,8,E,E,16,4,0.618,,0.324,,0.124,,0.496,,2.81,,0.211,,5,13,16.6,,,,,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.946167,40.737167,Permanent
