licensee_name,licence_number,premises_address,grade,demerit_points,suspension_start_date,suspension_end_date
TEO LAY ENG,BN10134003,BEDOK NORTH ST 1 BLK 216 Stall No 01-34,na,na,na,na
TENG YEW KIAT,BN10133001,BEDOK NORTH ST 1 BLK 216 Stall No 01-33,B,na,na,na
TENG KWEE LEE,BN10132001,BEDOK NORTH ST 1 BLK 216 Stall No 01-32,A,na,na,na
TAN SIAK CHAY,BN10131002,BEDOK NORTH ST 1 BLK 216 Stall No 01-31,A,na,na,na
CHAN YEOW KAM,BN10130001,BEDOK NORTH ST 1 BLK 216 Stall No 01-30,B,na,na,na
CHENG LAI WOON,BN10129002,BEDOK NORTH ST 1 BLK 216 Stall No 01-29,B,na,na,na
LEE SOH FANG (LI SUFANG),BN10128003,BEDOK NORTH ST 1 BLK 216 Stall No 01-28,A,na,na,na
CHOO GUAN TEONG,BN10127001,BEDOK NORTH ST 1 BLK 216 Stall No 01-27,B,na,na,na
GOH AH KEE,BN10126001,BEDOK NORTH ST 1 BLK 216 Stall No 01-26,B,na,na,na
LEE KAH WAH,BN10125001,BEDOK NORTH ST 1 BLK 216 Stall No 01-25,B,na,na,na
GAN AH CHING,BN10124001,BEDOK NORTH ST 1 BLK 216 Stall No 01-24,B,na,na,na
NG CHIN HUP,BN10123002,BEDOK NORTH ST 1 BLK 216 Stall No 01-23,B,na,na,na
CHEW LIAN HENG,BN10122002,BEDOK NORTH ST 1 BLK 216 Stall No 01-22,B,na,na,na
NG PECK HAR,BN10121001,BEDOK NORTH ST 1 BLK 216 Stall No 01-21,B,na,na,na
JAMILA BINTE MOHAMAD NOOR,BN10120002,BEDOK NORTH ST 1 BLK 216 Stall No 01-20,A,na,na,na
SHAHUL HAMEED ABDULMALIK,BN10119002,BEDOK NORTH ST 1 BLK 216 Stall No 01-19,na,na,na,na
HAMIDAH AL-RAFA'A BINTE MOHAMAD NAWAWI,BN10118002,BEDOK NORTH ST 1 BLK 216 Stall No 01-18,B,na,na,na
SALAMA BINTE MASARANI,BN10117001,BEDOK NORTH ST 1 BLK 216 Stall No 01-17,A,na,na,na
SITI LATIFAH BTE YUSOP,BN10116002,BEDOK NORTH ST 1 BLK 216 Stall No 01-16,B,na,na,na
MOHAMED SAHID S/O MOHAMED MOONTAT,BN10115001,BEDOK NORTH ST 1 BLK 216 Stall No 01-15,A,na,na,na
SUBARJONO BIN ROSLAND,BN10114002,BEDOK NORTH ST 1 BLK 216 Stall No 01-14,na,na,na,na
JURINAH BINTE JAFFAR,BN10113002,BEDOK NORTH ST 1 BLK 216 Stall No 01-13,na,na,na,na
SAKUWAN BIN JUMANGIN,BN10111002,BEDOK NORTH ST 1 BLK 216 Stall No 01-11,B,na,na,na
TAN LIANG CHENG,BN10110001,BEDOK NORTH ST 1 BLK 216 Stall No 01-10,B,na,na,na
THAM FOR MOY,BN10109002,BEDOK NORTH ST 1 BLK 216 Stall No 01-09,B,na,na,na
TAN HONG HONG,BN10108002,BEDOK NORTH ST 1 BLK 216 Stall No 01-08,B,na,na,na
THAM FOR MOY,BN10107002,BEDOK NORTH ST 1 BLK 216 Stall No 01-07,B,na,na,na
LAW AH TEE,BN10106001,BEDOK NORTH ST 1 BLK 216 Stall No 01-06,B,na,na,na
EI SEW HONG,BN10105002,BEDOK NORTH ST 1 BLK 216 Stall No 01-05,B,na,na,na
CHAN LI KHIM,BN10104002,BEDOK NORTH ST 1 BLK 216 Stall No 01-04,na,na,na,na
"TAN SOO PING,KELVIN",BN10103002,BEDOK NORTH ST 1 BLK 216 Stall No 01-03,A,na,na,na
SHI HAK WAN,BN10102002,BEDOK NORTH ST 1 BLK 216 Stall No 01-02,B,na,na,na
TING PECK CHOR,BN10101002,BEDOK NORTH ST 1 BLK 216 Stall No 01-01,B,na,na,na
CHEONG AH WAH,BM60122002,JALAN BUKIT MERAH BLK 112 Stall No 01-22,B,na,na,na
NG LYE HUAT,BM60121001,JALAN BUKIT MERAH BLK 112 Stall No 01-21,B,na,na,na
LIM LAY HONG,BM60120001,JALAN BUKIT MERAH BLK 112 Stall No 01-20,A,na,na,na
ABDALIFU RAJEEDKHAN,BM60119001,JALAN BUKIT MERAH BLK 112 Stall No 01-19,B,na,na,na
HENG MENG KEOW @KANG GAU CHIANG,BM60118001,JALAN BUKIT MERAH BLK 112 Stall No 01-18,B,na,na,na
LEOW ENG KUAN,BM60117001,JALAN BUKIT MERAH BLK 112 Stall No 01-17,A,na,na,na
TEO LAY KUAN,BM60116001,JALAN BUKIT MERAH BLK 112 Stall No 01-16,B,na,na,na
AIDAH BTE MOHAMED,BM60115002,JALAN BUKIT MERAH BLK 112 Stall No 01-15,B,na,na,na
KAREN CHIA CHEOW CHER (KAREN XIE ZHAOZHI),BM60114001,JALAN BUKIT MERAH BLK 112 Stall No 01-14,B,na,na,na
CHIA SHENG CHER KELVIN,BM60113002,JALAN BUKIT MERAH BLK 112 Stall No 01-13,B,na,na,na
CHUA POH CHOO,BM60112001,JALAN BUKIT MERAH BLK 112 Stall No 01-12,B,na,na,na
HO BENG HUAT,BM60111001,JALAN BUKIT MERAH BLK 112 Stall No 01-11,B,na,na,na
FOONG NGAN YOONG,BM60110001,JALAN BUKIT MERAH BLK 112 Stall No 01-10,B,na,na,na
HIA TSOONG CHIAU,BM60109001,JALAN BUKIT MERAH BLK 112 Stall No 01-09,B,na,na,na
"HIA KOK SOON, JASON",BM60108001,JALAN BUKIT MERAH BLK 112 Stall No 01-08,A,na,na,na
NTUC FOODFARE CO-OPERATIVE LTD,BM60107002,JALAN BUKIT MERAH BLK 112 Stall No 01-07,B,na,na,na
LIM CHOONG WAH,BM60106002,JALAN BUKIT MERAH BLK 112 Stall No 01-06,A,na,na,na
TAN ENG SENG,BM60105001,JALAN BUKIT MERAH BLK 112 Stall No 01-05,B,na,na,na
TAY KIM KANG,BM60104002,JALAN BUKIT MERAH BLK 112 Stall No 01-04,B,na,na,na
PHUA CHOON LAN,BM60103002,JALAN BUKIT MERAH BLK 112 Stall No 01-03,A,na,na,na
TENG HOH YAU,BM60102001,JALAN BUKIT MERAH BLK 112 Stall No 01-02,B,na,na,na
CHOO LAY PENG,BM60101001,JALAN BUKIT MERAH BLK 112 Stall No 01-01,B,na,na,na
TAN CHIN HUAT,BM50153003,JALAN BUKIT MERAH BLK 6 Stall No 01-53,B,na,na,na
CHAN TUCK CHEONG,BM50152001,JALAN BUKIT MERAH BLK 6 Stall No 01-52,A,na,na,na
YAP LAY TIN,BM50151001,JALAN BUKIT MERAH BLK 6 Stall No 01-51,B,na,na,na
"TEO SEOW FUN, JARENE",BM50150003,JALAN BUKIT MERAH BLK 6 Stall No 01-50,B,na,na,na
GOH JWEE KIANG,BM50148001,JALAN BUKIT MERAH BLK 6 Stall No 01-48,B,na,na,na
GOH HONG YAM,BM50147001,JALAN BUKIT MERAH BLK 6 Stall No 01-47,B,na,na,na
TAN PHING HONG @YO PHING HONG,BM50146001,JALAN BUKIT MERAH BLK 6 Stall No 01-46,B,na,na,na
ANG TUAN TEE,BM50145001,JALAN BUKIT MERAH BLK 6 Stall No 01-45,B,na,na,na
NG KWAI YOKE,BM50144001,JALAN BUKIT MERAH BLK 6 Stall No 01-44,B,na,na,na
HO LEK NGOH,BM50143001,JALAN BUKIT MERAH BLK 6 Stall No 01-43,B,na,na,na
PHUA YEN PENG,BM50142002,JALAN BUKIT MERAH BLK 6 Stall No 01-42,B,na,na,na
TAY HENG CHUAN,BM50141001,JALAN BUKIT MERAH BLK 6 Stall No 01-41,A,na,na,na
WEE GEOK HUA,BM50140001,JALAN BUKIT MERAH BLK 6 Stall No 01-40,B,na,na,na
NG SIEW LIAN,BM50139002,JALAN BUKIT MERAH BLK 6 Stall No 01-39,B,na,na,na
TONG AH HUA,BM50138001,JALAN BUKIT MERAH BLK 6 Stall No 01-38,B,na,na,na
LIM KIM SENG,BM50137001,JALAN BUKIT MERAH BLK 6 Stall No 01-37,B,na,na,na
ALVIN TAN @CHEN YIZHI,BM50136003,JALAN BUKIT MERAH BLK 6 Stall No 01-36,B,na,na,na
CHUA CHENG HENG,BM50135001,JALAN BUKIT MERAH BLK 6 Stall No 01-35,B,na,na,na
TEN CHWEE YONG,BM50134002,JALAN BUKIT MERAH BLK 6 Stall No 01-34,B,na,na,na
NG PAY,BM50133001,JALAN BUKIT MERAH BLK 6 Stall No 01-33,A,na,na,na
KOH BOON SENG,BM50132002,JALAN BUKIT MERAH BLK 6 Stall No 01-32,B,na,na,na
LUO JING WEN,BM50131003,JALAN BUKIT MERAH BLK 6 Stall No 01-31,B,na,na,na
FOO KIA JONG,BM50130004,JALAN BUKIT MERAH BLK 6 Stall No 01-30,B,na,na,na
YONG CHEE KHIAN,BM50129002,JALAN BUKIT MERAH BLK 6 Stall No 01-29,B,na,na,na
MOHAMED YUSOFF S/O Y R AHAMAD,BM50128002,JALAN BUKIT MERAH BLK 6 Stall No 01-28,B,na,na,na
YA'ACOB S/O Y R AHAMAD,BM50127003,JALAN BUKIT MERAH BLK 6 Stall No 01-27,B,na,na,na
ZAINAB BTE HASSAN,BM50126003,JALAN BUKIT MERAH BLK 6 Stall No 01-26,B,na,na,na
NABELLA DIANTI PUTRI,BM50125002,JALAN BUKIT MERAH BLK 6 Stall No 01-25,B,na,na,na
ROSMALAWATI BINTI SHARIFF,BM50124001,JALAN BUKIT MERAH BLK 6 Stall No 01-24,B,na,na,na
PATHUMAGHANI D/O NAGOOR MARA SAHIB,BM50123001,JALAN BUKIT MERAH BLK 6 Stall No 01-23,A,na,na,na
MARIANI,BM50122002,JALAN BUKIT MERAH BLK 6 Stall No 01-22,B,na,na,na
HO KEE KIN,BM50121002,JALAN BUKIT MERAH BLK 6 Stall No 01-21,B,na,na,na
YEO POH KOK,BM50120001,JALAN BUKIT MERAH BLK 6 Stall No 01-20,B,na,na,na
LI LAISHUN,BM50119003,JALAN BUKIT MERAH BLK 6 Stall No 01-19,B,na,na,na
GOH JWEE KIANG NEE LINA TAN SOO ENG,BM50118003,JALAN BUKIT MERAH BLK 6 Stall No 01-18,B,na,na,na
LIM KIM FAH,BM50117002,JALAN BUKIT MERAH BLK 6 Stall No 01-17,B,na,na,na
LIN SHIYING,BM50116001,JALAN BUKIT MERAH BLK 6 Stall No 01-16,A,na,na,na
ZHANG DAWU,BM50115002,JALAN BUKIT MERAH BLK 6 Stall No 01-15,B,na,na,na
LEE NGUK TAI,BM501144002,JALAN BUKIT MERAH BLK 6 Stall No 01-144,B,na,na,na
HONG BAN SENG,BM501143002,JALAN BUKIT MERAH BLK 6 Stall No 01-143,B,na,na,na
HONG BAN SENG,BM501142002,JALAN BUKIT MERAH BLK 6 Stall No 01-142,B,na,na,na
CHEN HUAQIANG,BM501141001,JALAN BUKIT MERAH BLK 6 Stall No 01-141,B,na,na,na
LEE BEE LAN,BM50114003,JALAN BUKIT MERAH BLK 6 Stall No 01-14,A,na,na,na
HENG TOO HWEE,BM501140002,JALAN BUKIT MERAH BLK 6 Stall No 01-140,B,na,na,na
LI YANXIA,BM501139001,JALAN BUKIT MERAH BLK 6 Stall No 01-139,B,na,na,na
TAN BOH TAN,BM501138001,JALAN BUKIT MERAH BLK 6 Stall No 01-138,B,na,na,na
HUI TEE YING,BM501137001,JALAN BUKIT MERAH BLK 6 Stall No 01-137,A,na,na,na
CHAN KHAI XIN,BM501136001,JALAN BUKIT MERAH BLK 6 Stall No 01-136,B,4,na,na
HOW HONG CHOO @TAN POH HONG,BM501135001,JALAN BUKIT MERAH BLK 6 Stall No 01-135,B,na,na,na
CHUA YEE YAH,BM501134002,JALAN BUKIT MERAH BLK 6 Stall No 01-134,B,na,na,na
YU YUET YIAN,BM501133002,JALAN BUKIT MERAH BLK 6 Stall No 01-133,B,na,na,na
GUO YAOFENG,BM501132002,JALAN BUKIT MERAH BLK 6 Stall No 01-132,B,na,na,na
NG GEOK LIAN,BM501131001,JALAN BUKIT MERAH BLK 6 Stall No 01-131,A,na,na,na
TOH SENG WANG,BM50113001,JALAN BUKIT MERAH BLK 6 Stall No 01-13,B,na,na,na
YEO NGUAN HWEE,BM501130001,JALAN BUKIT MERAH BLK 6 Stall No 01-130,A,na,na,na
WU QINGQIANG @WU QING JIANG,BM501129001,JALAN BUKIT MERAH BLK 6 Stall No 01-129,B,na,na,na
AW SIEW HAR,BM501128002,JALAN BUKIT MERAH BLK 6 Stall No 01-128,B,na,na,na
TAN KIONG HOWA,BM501127001,JALAN BUKIT MERAH BLK 6 Stall No 01-127,B,na,na,na
NG LIAN CHAI,BM501126001,JALAN BUKIT MERAH BLK 6 Stall No 01-126,B,na,na,na
LEE NGAU @LEE BAK PANG,BM501125001,JALAN BUKIT MERAH BLK 6 Stall No 01-125,B,na,na,na
ONG HOCK KHIM,BM501124002,JALAN BUKIT MERAH BLK 6 Stall No 01-124,A,na,na,na
TAN LYE KIAW,BM501123002,JALAN BUKIT MERAH BLK 6 Stall No 01-123,B,na,na,na
LIM HONG YANG,BM501122001,JALAN BUKIT MERAH BLK 6 Stall No 01-122,B,na,na,na
LIM GEK LIANG,BM501121002,JALAN BUKIT MERAH BLK 6 Stall No 01-121,B,na,na,na
SHEKH MAMTAJ,BM50112001,JALAN BUKIT MERAH BLK 6 Stall No 01-12,B,na,na,na
ONG KUI SIAN @ONG KWEE SIAN,BM501120001,JALAN BUKIT MERAH BLK 6 Stall No 01-120,B,na,na,na
LIM AH CHEONG,BM501119002,JALAN BUKIT MERAH BLK 6 Stall No 01-119,B,na,na,na
YAP AH KAW,BM501118002,JALAN BUKIT MERAH BLK 6 Stall No 01-118,B,0,na,na
YEO LIN POH,BM501117001,JALAN BUKIT MERAH BLK 6 Stall No 01-117,B,na,na,na
KING GEOK LAN,BM501116002,JALAN BUKIT MERAH BLK 6 Stall No 01-116,B,na,na,na
CHUA KAH HOE,BM501115002,JALAN BUKIT MERAH BLK 6 Stall No 01-115,B,na,na,na
LIM SENG HOO,BM501114002,JALAN BUKIT MERAH BLK 6 Stall No 01-114,B,na,na,na
TEO WEI EN,BM501113004,JALAN BUKIT MERAH BLK 6 Stall No 01-113,B,na,na,na
LINDA OON SIEW GAIK,BM501112002,JALAN BUKIT MERAH BLK 6 Stall No 01-112,B,na,na,na
TAN SOK CHOO,BM501111002,JALAN BUKIT MERAH BLK 6 Stall No 01-111,na,na,na,na
MOHAMED ZAID BIN MANAP,BM50111002,JALAN BUKIT MERAH BLK 6 Stall No 01-11,B,na,na,na
GOH KIM HONG,BM501110002,JALAN BUKIT MERAH BLK 6 Stall No 01-110,B,na,na,na
TAN JOO HWA,BM501109006,JALAN BUKIT MERAH BLK 6 Stall No 01-109,na,na,na,na
SHE MINGQIANG,BM501108002,JALAN BUKIT MERAH BLK 6 Stall No 01-108,B,na,na,na
LIM GEK BUAY,BM501107002,JALAN BUKIT MERAH BLK 6 Stall No 01-107,B,na,na,na
KUAN CHEE LEONG,BM501106001,JALAN BUKIT MERAH BLK 6 Stall No 01-106,B,na,na,na
YEO SENG WAN @ LIM KIM WAN,BM501105001,JALAN BUKIT MERAH BLK 6 Stall No 01-105,A,na,na,na
NG LEE ENG,BM501102002,JALAN BUKIT MERAH BLK 6 Stall No 01-102,A,na,na,na
LEE SEE KUEN,BM501101001,JALAN BUKIT MERAH BLK 6 Stall No 01-101,B,na,na,na
KATIJAR BEEVI D/O SHAIK MOHD,BM50110002,JALAN BUKIT MERAH BLK 6 Stall No 01-10,B,na,na,na
CHIA SOON KIA,BM501100001,JALAN BUKIT MERAH BLK 6 Stall No 01-100,B,na,na,na
MINAH BINTE AHMAD,BM50109002,JALAN BUKIT MERAH BLK 6 Stall No 01-09,A,na,na,na
AISHAMARIAM KADER,BM50108002,JALAN BUKIT MERAH BLK 6 Stall No 01-08,B,na,na,na
MUHAMMAD MUBARAK BIN RAJALI,BM50107002,JALAN BUKIT MERAH BLK 6 Stall No 01-07,B,na,na,na
SITI AISHAH BTE HASSAN,BM50106002,JALAN BUKIT MERAH BLK 6 Stall No 01-06,B,na,na,na
MOHAMED RASHID BIN BAHAROM,BM50105002,JALAN BUKIT MERAH BLK 6 Stall No 01-05,B,na,na,na
NGIAN BOOK KONG,BM50104001,JALAN BUKIT MERAH BLK 6 Stall No 01-04,B,na,na,na
CHUA POH CHEO,BM50103002,JALAN BUKIT MERAH BLK 6 Stall No 01-03,B,na,na,na
LIM HAN CHOUNG,BM50102003,JALAN BUKIT MERAH BLK 6 Stall No 01-02,na,na,na,na
MUSLIMAH BINTE SALAMET,BM50101002,JALAN BUKIT MERAH BLK 6 Stall No 01-01,B,na,na,na
SOH LAI KHENG,BM30184002,BUKIT MERAH VIEW BLK 115 Stall No 01-84,B,na,na,na
SOH SHEO LING (SU XIAOLING),BM30183002,BUKIT MERAH VIEW BLK 115 Stall No 01-83,B,na,na,na
LEE YOCK LIAN,BM30182002,BUKIT MERAH VIEW BLK 115 Stall No 01-82,B,na,na,na
YEO SENG HUAT,BM30181002,BUKIT MERAH VIEW BLK 115 Stall No 01-81,B,na,na,na
GOH SI MOY,BM30180002,BUKIT MERAH VIEW BLK 115 Stall No 01-80,B,na,na,na
BOO YEW CHYE,BM30179002,BUKIT MERAH VIEW BLK 115 Stall No 01-79,B,na,na,na
GOH CHIEW HUAT,BM30178002,BUKIT MERAH VIEW BLK 115 Stall No 01-78,B,na,na,na
LEE YUEN HONG,BM30177002,BUKIT MERAH VIEW BLK 115 Stall No 01-77,B,na,na,na
YEO BEE LAY,BM30176002,BUKIT MERAH VIEW BLK 115 Stall No 01-76,B,na,na,na
BAHERA BINTI MISAL,BM30175002,BUKIT MERAH VIEW BLK 115 Stall No 01-75,B,na,na,na
AHAMED ANSARI,BM30174002,BUKIT MERAH VIEW BLK 115 Stall No 01-74,B,na,na,na
POH CHWEE SENG,BM30173002,BUKIT MERAH VIEW BLK 115 Stall No 01-73,B,na,na,na
KATIJAH BEEVI BINTE MEERASHA,BM30172002,BUKIT MERAH VIEW BLK 115 Stall No 01-72,B,na,na,na
TAY AI TIN,BM30171001,BUKIT MERAH VIEW BLK 115 Stall No 01-71,B,na,na,na
TAY GEOK CHOO,BM30170002,BUKIT MERAH VIEW BLK 115 Stall No 01-70,B,na,na,na
NG KIM HOCK @ NG KIM HIOK,BM30169002,BUKIT MERAH VIEW BLK 115 Stall No 01-69,C,na,na,na
LEOW LEONG JU,BM30168001,BUKIT MERAH VIEW BLK 115 Stall No 01-68,B,na,na,na
ARBIAH BINTE ABDUL KARIM,BM30167002,BUKIT MERAH VIEW BLK 115 Stall No 01-67,B,na,na,na
YEE KUM WAH,BM30166002,BUKIT MERAH VIEW BLK 115 Stall No 01-66,B,na,na,na
GOH ENG LOCK,BM30165002,BUKIT MERAH VIEW BLK 115 Stall No 01-65,B,na,na,na
TAN TIAN CHYE,BM30164003,BUKIT MERAH VIEW BLK 115 Stall No 01-64,B,na,na,na
TANG WENG CHUEN,BM30163002,BUKIT MERAH VIEW BLK 115 Stall No 01-63,B,na,na,na
CHER YEOCK ENG,BM30162002,BUKIT MERAH VIEW BLK 115 Stall No 01-62,B,na,na,na
NG LAY KHUAN,BM30161002,BUKIT MERAH VIEW BLK 115 Stall No 01-61,B,na,na,na
TONG AI LAN,BM30160001,BUKIT MERAH VIEW BLK 115 Stall No 01-60,B,na,na,na
PEH LOA CHUAN (BAI RUOZHUAN),BM30159002,BUKIT MERAH VIEW BLK 115 Stall No 01-59,B,na,na,na
CHECK YENG CHEW,BM30158002,BUKIT MERAH VIEW BLK 115 Stall No 01-58,B,na,na,na
TAN PENG HOO,BM30157002,BUKIT MERAH VIEW BLK 115 Stall No 01-57,B,na,na,na
TANG YONGSONG,BM30156002,BUKIT MERAH VIEW BLK 115 Stall No 01-56,B,na,na,na
THNG CHEE HONG,BM30155001,BUKIT MERAH VIEW BLK 115 Stall No 01-55,B,na,na,na
THNG AH THIN,BM30154002,BUKIT MERAH VIEW BLK 115 Stall No 01-54,B,na,na,na
TAN KIM HONG,BM30153002,BUKIT MERAH VIEW BLK 115 Stall No 01-53,B,na,na,na
YUSOFF JAWANISA,BM30152001,BUKIT MERAH VIEW BLK 115 Stall No 01-52,B,na,na,na
KOH NGUAN CHOO,BM30151003,BUKIT MERAH VIEW BLK 115 Stall No 01-51,B,na,na,na
NG PHUAY HOONG,BM30150002,BUKIT MERAH VIEW BLK 115 Stall No 01-50,B,na,na,na
LEOW LEONG KEONG,BM30149002,BUKIT MERAH VIEW BLK 115 Stall No 01-49,B,na,na,na
ONG CHWEE SENG,BM30148002,BUKIT MERAH VIEW BLK 115 Stall No 01-48,B,na,na,na
POH SWEE LAN,BM30147002,BUKIT MERAH VIEW BLK 115 Stall No 01-47,B,na,na,na
TAN KIAN THIAN,BM30146003,BUKIT MERAH VIEW BLK 115 Stall No 01-46,B,na,na,na
LAU FOOK HOY,BM30145003,BUKIT MERAH VIEW BLK 115 Stall No 01-45,B,na,na,na
LAU FOOK HOY,BM30144003,BUKIT MERAH VIEW BLK 115 Stall No 01-44,B,na,na,na
LIM BOK BENG,BM30143002,BUKIT MERAH VIEW BLK 115 Stall No 01-43,B,na,na,na
LIM GEOK HUAY,BM30142002,BUKIT MERAH VIEW BLK 115 Stall No 01-42,B,na,na,na
LEE BEE LAN,BM30141002,BUKIT MERAH VIEW BLK 115 Stall No 01-41,B,na,na,na
YEW CHIN SER,BM30140002,BUKIT MERAH VIEW BLK 115 Stall No 01-40,B,na,na,na
GOH BOON NGAT,BM30139002,BUKIT MERAH VIEW BLK 115 Stall No 01-39,B,na,na,na
CHUA KIM SENG,BM30138002,BUKIT MERAH VIEW BLK 115 Stall No 01-38,B,na,na,na
NG KIM POH,BM30137002,BUKIT MERAH VIEW BLK 115 Stall No 01-37,B,na,na,na
ONG GEOK ENG,BM30136002,BUKIT MERAH VIEW BLK 115 Stall No 01-36,B,na,na,na
CHIA SIEW ENG,BM30135002,BUKIT MERAH VIEW BLK 115 Stall No 01-35,B,na,na,na
CHUA CHENG HONG,BM30134002,BUKIT MERAH VIEW BLK 115 Stall No 01-34,B,na,na,na
YIP SOON OI,BM30133002,BUKIT MERAH VIEW BLK 115 Stall No 01-33,B,na,na,na
TAY KOK ENG,BM30132002,BUKIT MERAH VIEW BLK 115 Stall No 01-32,B,na,na,na
TENG BWENG LEE,BM30131002,BUKIT MERAH VIEW BLK 115 Stall No 01-31,B,na,na,na
NG HOCK CHYE,BM30130002,BUKIT MERAH VIEW BLK 115 Stall No 01-30,B,na,na,na
ONG KIM THOO,BM30129002,BUKIT MERAH VIEW BLK 115 Stall No 01-29,B,na,na,na
ANG HOCK PENG,BM30128003,BUKIT MERAH VIEW BLK 115 Stall No 01-28,B,na,na,na
ENG GUAN TAI,BM30127002,BUKIT MERAH VIEW BLK 115 Stall No 01-27,B,na,na,na
TEH KAH HUAT,BM30126002,BUKIT MERAH VIEW BLK 115 Stall No 01-26,B,na,na,na
NGAI TAW HONG,BM30124002,BUKIT MERAH VIEW BLK 115 Stall No 01-24,B,na,na,na
TING TIONG MENG,BM30123002,BUKIT MERAH VIEW BLK 115 Stall No 01-23,B,na,na,na
LIM AH LEK,BM30122002,BUKIT MERAH VIEW BLK 115 Stall No 01-22,B,na,na,na
TING SWEE FONG,BM30121002,BUKIT MERAH VIEW BLK 115 Stall No 01-21,B,na,na,na
TAN HIAN WOON,BM30120002,BUKIT MERAH VIEW BLK 115 Stall No 01-20,B,na,na,na
HUANG RUIXIANG,BM30119002,BUKIT MERAH VIEW BLK 115 Stall No 01-19,B,na,na,na
LIM LAY GEOK,BM30118002,BUKIT MERAH VIEW BLK 115 Stall No 01-18,B,na,na,na
SONG SIEW KIM,BM30117003,BUKIT MERAH VIEW BLK 115 Stall No 01-17,B,na,na,na
CHIA LEE TIANG,BM30116002,BUKIT MERAH VIEW BLK 115 Stall No 01-16,B,na,na,na
CHOONG KIM FAI,BM30115002,BUKIT MERAH VIEW BLK 115 Stall No 01-15,B,na,na,na
TEO KIM LEE @TEO YAT WAH,BM30114002,BUKIT MERAH VIEW BLK 115 Stall No 01-14,B,na,na,na
SOH CHEN HWA,BM30113003,BUKIT MERAH VIEW BLK 115 Stall No 01-13,B,na,na,na
ONG WEI JUN,BM30111002,BUKIT MERAH VIEW BLK 115 Stall No 01-11,B,na,na,na
LEOW LENG BENG,BM30110002,BUKIT MERAH VIEW BLK 115 Stall No 01-10,B,na,na,na
FONG CHIN WAH,BM30109002,BUKIT MERAH VIEW BLK 115 Stall No 01-09,B,na,na,na
TAN SOO FONG,BM30108002,BUKIT MERAH VIEW BLK 115 Stall No 01-08,B,na,na,na
LAO IOK SIM @LIU YUCHAN,BM30107002,BUKIT MERAH VIEW BLK 115 Stall No 01-07,B,na,na,na
LAO IOK SIM @LIU YUCHAN,BM30106002,BUKIT MERAH VIEW BLK 115 Stall No 01-06,B,na,na,na
TAN BENG HOE,BM30105002,BUKIT MERAH VIEW BLK 115 Stall No 01-05,B,na,na,na
TAY CHOON CHYE (ZHENG JUNCAI),BM30104002,BUKIT MERAH VIEW BLK 115 Stall No 01-04,B,na,na,na
TAN HOW KIANG,BM30103002,BUKIT MERAH VIEW BLK 115 Stall No 01-03,B,na,na,na
YUSOFF JAWANISA,BM30102002,BUKIT MERAH VIEW BLK 115 Stall No 01-02,B,na,na,na
NG LAY KHUAN,BM30101002,BUKIT MERAH VIEW BLK 115 Stall No 01-01,B,na,na,na
WANG HONGTAO,BM20188002,BUKIT MERAH LANE 1 BLK 120 Stall No 01-88,B,na,na,na
YANG HUISHENG,BM20187002,BUKIT MERAH LANE 1 BLK 120 Stall No 01-87,B,na,na,na
TING MUI LIM,BM20186001,BUKIT MERAH LANE 1 BLK 120 Stall No 01-86,B,na,na,na
GO SWEE MOY,BM20185002,BUKIT MERAH LANE 1 BLK 120 Stall No 01-85,B,na,na,na
CHAN CHU KWANG,BM20184001,BUKIT MERAH LANE 1 BLK 120 Stall No 01-84,A,na,na,na
THAM SIEW CHUI,BM20183002,BUKIT MERAH LANE 1 BLK 120 Stall No 01-83,A,na,na,na
THAM SIEW CHUI,BM20182001,BUKIT MERAH LANE 1 BLK 120 Stall No 01-82,A,na,na,na
CHUA GUAT GIOK,BM20181001,BUKIT MERAH LANE 1 BLK 120 Stall No 01-81,B,na,na,na
ANG POON THONG,BM20180002,BUKIT MERAH LANE 1 BLK 120 Stall No 01-80,B,na,na,na
YEEN WENG YEOW (REN YONGYAO),BM20178002,BUKIT MERAH LANE 1 BLK 120 Stall No 01-78,B,na,na,na
FUNG SHU SUN,BM20177001,BUKIT MERAH LANE 1 BLK 120 Stall No 01-77,B,na,na,na
ABDUL REHUMAN S/O KASSIM MOHAMMED,BM20176001,BUKIT MERAH LANE 1 BLK 120 Stall No 01-76,B,na,na,na
ZHANG LIJIN,BM20175002,BUKIT MERAH LANE 1 BLK 120 Stall No 01-75,B,na,na,na
RONNIE,BM20174004,BUKIT MERAH LANE 1 BLK 120 Stall No 01-74,B,na,na,na
QUEK LI LING (GUO LILING),BM20173002,BUKIT MERAH LANE 1 BLK 120 Stall No 01-73,A,na,na,na
NG NANG LIK,BM20172002,BUKIT MERAH LANE 1 BLK 120 Stall No 01-72,B,na,na,na
LOW QUEE CHENG,BM20171002,BUKIT MERAH LANE 1 BLK 120 Stall No 01-71,B,na,na,na
SEAH TIAN WHAT,BM20170001,BUKIT MERAH LANE 1 BLK 120 Stall No 01-70,B,na,na,na
WAN AHMED FAHMI BIN ALWI,BM20169003,BUKIT MERAH LANE 1 BLK 120 Stall No 01-69,A,na,na,na
KOH KAH HUA (XU JIAHUA),BM20168001,BUKIT MERAH LANE 1 BLK 120 Stall No 01-68,B,na,na,na
SOH POEY HONG,BM20167001,BUKIT MERAH LANE 1 BLK 120 Stall No 01-67,B,na,na,na
